tropes,url
Microbot Swarm,https://tvtropes.org/pmwiki/pmwiki.php/Main/MicrobotSwarm
Microts,https://tvtropes.org/pmwiki/pmwiki.php/Main/Microts
Middle Eastern Coalition,https://tvtropes.org/pmwiki/pmwiki.php/Main/MiddleEasternCoalition
Mid-Season Upgrade,https://tvtropes.org/pmwiki/pmwiki.php/Main/MidSeasonUpgrade
"Mike Nelson, Destroyer of Worlds",https://tvtropes.org/pmwiki/pmwiki.php/Main/MikeNelsonDestroyerOfWorlds
Mile-Long Ship,https://tvtropes.org/pmwiki/pmwiki.php/Main/MileLongShip
Military Mashup Machine,https://tvtropes.org/pmwiki/pmwiki.php/Main/MilitaryMashupMachine
The Milky Way Is the Only Way,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMilkyWayIsTheOnlyWay
Mind Hive,https://tvtropes.org/pmwiki/pmwiki.php/Main/MindHive
A Mind Is a Terrible Thing to Read,https://tvtropes.org/pmwiki/pmwiki.php/Main/AMindIsATerribleThingToRead
Mind-Reformat Death,https://tvtropes.org/pmwiki/pmwiki.php/Main/MindReformatDeath
Mind Virus,https://tvtropes.org/pmwiki/pmwiki.php/Main/MindVirus
Mini-Mecha,https://tvtropes.org/pmwiki/pmwiki.php/Main/MiniMecha
Minovsky Physics,https://tvtropes.org/pmwiki/pmwiki.php/Main/MinovskyPhysics
Miracle Food,https://tvtropes.org/pmwiki/pmwiki.php/Main/MiracleFood
Miraculous Malfunction,https://tvtropes.org/pmwiki/pmwiki.php/Main/MiraculousMalfunction
Mirror Chemistry,https://tvtropes.org/pmwiki/pmwiki.php/Main/MirrorChemistry
Missing Reflection,https://tvtropes.org/pmwiki/pmwiki.php/Main/MissingReflection
Mistook the Dominant Lifeform,https://tvtropes.org/pmwiki/pmwiki.php/Main/MistookTheDominantLifeform
Mithril,https://tvtropes.org/pmwiki/pmwiki.php/Main/Mithril
Mix-and-Match Man,https://tvtropes.org/pmwiki/pmwiki.php/Main/MixAndMatchMan
Mobile City,https://tvtropes.org/pmwiki/pmwiki.php/Main/MobileCity
Mobile-Suit Human,https://tvtropes.org/pmwiki/pmwiki.php/Main/MobileSuitHuman
Moon-Landing Hoax,https://tvtropes.org/pmwiki/pmwiki.php/Main/MoonLandingHoax
Monster of the Week,https://tvtropes.org/pmwiki/pmwiki.php/Main/MonsterOfTheWeek
Morally Superior Copy,https://tvtropes.org/pmwiki/pmwiki.php/Main/MorallySuperiorCopy
More Predators Than Prey,https://tvtropes.org/pmwiki/pmwiki.php/Main/MorePredatorsThanPrey
More Than Infinite,https://tvtropes.org/pmwiki/pmwiki.php/Main/MoreThanInfinite
More than Three Dimensions,https://tvtropes.org/pmwiki/pmwiki.php/Main/MoreThanThreeDimensions
The Morlocks,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMorlocks
The Mothership,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMothership
Muggles,https://tvtropes.org/pmwiki/pmwiki.php/Main/Muggles
Muggle and Magical Love Triangle,https://tvtropes.org/pmwiki/pmwiki.php/Main/MuggleAndMagicalLoveTriangle
Muggle Born of Mages,https://tvtropes.org/pmwiki/pmwiki.php/Main/MuggleBornOfMages
Muggle Foster Parents,https://tvtropes.org/pmwiki/pmwiki.php/Main/MuggleFosterParents
Muggle Power,https://tvtropes.org/pmwiki/pmwiki.php/Main/MugglePower
Muggle with a Degree in Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/MuggleWithADegreeInMagic
Multicultural Alien Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/MulticulturalAlienPlanet
Multiple-Choice Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/MultipleChoiceFuture
Multistage Teleport,https://tvtropes.org/pmwiki/pmwiki.php/Main/MultistageTeleport
The Multiverse,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMultiverse
Mundane Dogmatic,https://tvtropes.org/pmwiki/pmwiki.php/Main/MundaneDogmatic
Mundane Utility,https://tvtropes.org/pmwiki/pmwiki.php/Main/MundaneUtility
Murderous Malfunctioning Machine,https://tvtropes.org/pmwiki/pmwiki.php/Main/MurderousMalfunctioningMachine
Murderous Mannequin,https://tvtropes.org/pmwiki/pmwiki.php/Main/MurderousMannequin
Must Be Invited,https://tvtropes.org/pmwiki/pmwiki.php/Main/MustBeInvited
Mutant Draft Board,https://tvtropes.org/pmwiki/pmwiki.php/Main/MutantDraftBoard
Mutants,https://tvtropes.org/pmwiki/pmwiki.php/Main/Mutants
Mutual Masquerade,https://tvtropes.org/pmwiki/pmwiki.php/Main/MutualMasquerade
My Blood Runs Hot,https://tvtropes.org/pmwiki/pmwiki.php/Main/MyBloodRunsHot
My Sensors Indicate You Want to Tap That,https://tvtropes.org/pmwiki/pmwiki.php/Main/MySensorsIndicateYouWantToTapThat
My Skull Runneth Over,https://tvtropes.org/pmwiki/pmwiki.php/Main/MySkullRunnethOver
My Species Doth Protest Too Much,https://tvtropes.org/pmwiki/pmwiki.php/Main/MySpeciesDothProtestTooMuch
"Myself, My Avatar",https://tvtropes.org/pmwiki/pmwiki.php/Main/MyselfMyAvatar
Mysterious Antarctica,https://tvtropes.org/pmwiki/pmwiki.php/Main/MysteriousAntarctica
Mystical Plague,https://tvtropes.org/pmwiki/pmwiki.php/Main/MysticalPlague
A Mythology Is True,https://tvtropes.org/pmwiki/pmwiki.php/Main/AMythologyIsTrue
Myth Prologue,https://tvtropes.org/pmwiki/pmwiki.php/Main/MythPrologue
Named After Their Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/NamedAfterTheirPlanet
Name From Another Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/NameFromAnotherSpecies
Naming Your Colony World,https://tvtropes.org/pmwiki/pmwiki.php/Main/NamingYourColonyWorld
Nanomachines,https://tvtropes.org/pmwiki/pmwiki.php/Main/Nanomachines
Nay-Theist,https://tvtropes.org/pmwiki/pmwiki.php/Main/NayTheist
The Needless,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheNeedless
The Necrocracy,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheNecrocracy
Negative Space Wedgie,https://tvtropes.org/pmwiki/pmwiki.php/Main/NegativeSpaceWedgie
Neglectful Precursors,https://tvtropes.org/pmwiki/pmwiki.php/Main/NeglectfulPrecursors
Neural Implanting,https://tvtropes.org/pmwiki/pmwiki.php/Main/NeuralImplanting
Neuro-Vault,https://tvtropes.org/pmwiki/pmwiki.php/Main/NeuroVault
Never Recycle Your Schemes,https://tvtropes.org/pmwiki/pmwiki.php/Main/NeverRecycleYourSchemes
Never the Selves Shall Meet,https://tvtropes.org/pmwiki/pmwiki.php/Main/NeverTheSelvesShallMeet
"New Body, Old Abilities",https://tvtropes.org/pmwiki/pmwiki.php/Main/NewBodyOldAbilities
New Eden,https://tvtropes.org/pmwiki/pmwiki.php/Main/NewEden
New Neo City,https://tvtropes.org/pmwiki/pmwiki.php/Main/NewNeoCity
No Biochemical Barriers,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoBiochemicalBarriers
No Blood for Phlebotinum,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoBloodForPhlebotinum
No Conservation of Energy,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoConservationOfEnergy
No Control Group,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoControlGroup
No Endor Holocaust,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoEndorHolocaust
No Focus on Humans,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoFocusOnHumans
No Heterosexual Sex Allowed,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoHeterosexualSexAllowed
No Immortal Inertia,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoImmortalInertia
No New Fashions in the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoNewFashionsInTheFuture
"Nondescript, Nasty, Nutritious",https://tvtropes.org/pmwiki/pmwiki.php/Main/NondescriptNastyNutritious
Non-Human Lover Reveal,https://tvtropes.org/pmwiki/pmwiki.php/Main/NonhumanLoverReveal
Non-Mammal Mammaries,https://tvtropes.org/pmwiki/pmwiki.php/Main/NonMammalMammaries
No-Paper Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoPaperFuture
"No Plans, No Prototype, No Backup",https://tvtropes.org/pmwiki/pmwiki.php/Main/NoPlansNoPrototypeNoBackup
"North Is Cold, South Is Hot",https://tvtropes.org/pmwiki/pmwiki.php/Main/NorthIsColdSouthIsHot
No Seat Belts,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoSeatBelts
No Sex Allowed,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoSexAllowed
No Such Thing as Alien Pop Culture,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoSuchThingAsAlienPopCulture
No Such Thing as Space Jesus,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoSuchThingAsSpaceJesus
No Such Thing as Wizard Jesus,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoSuchThingAsWizardJesus
Not Disabled In VR,https://tvtropes.org/pmwiki/pmwiki.php/Main/NotDisabledInVR
No Tech but High Tech,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoTechButHighTech
Note to Self,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoteToSelf
No Transhumanism Allowed,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoTranshumanismAllowed
Not So Extinct,https://tvtropes.org/pmwiki/pmwiki.php/Main/NotSoExtinct
Not the Nessie,https://tvtropes.org/pmwiki/pmwiki.php/Main/NotTheNessie
"Not Using the ""Z"" Word",https://tvtropes.org/pmwiki/pmwiki.php/Main/NotUsingTheZWord
Not Wearing Tights,https://tvtropes.org/pmwiki/pmwiki.php/Main/NotWearingTights
No Warping Zone,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoWarpingZone
No Waterproofing in the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/NoWaterproofingInTheFuture
"Now Do It Again, Backwards",https://tvtropes.org/pmwiki/pmwiki.php/Main/NowDoItAgainBackwards
Nuclear Mutant,https://tvtropes.org/pmwiki/pmwiki.php/Main/NuclearMutant
Nuclear Nullifier,https://tvtropes.org/pmwiki/pmwiki.php/Main/NuclearNullifier
Nuclear Torch Rocket,https://tvtropes.org/pmwiki/pmwiki.php/Main/NuclearTorchRocket
Casual Interplanetary Travel,https://tvtropes.org/pmwiki/pmwiki.php/Main/CasualInterplanetaryTravel
Nuke 'em,https://tvtropes.org/pmwiki/pmwiki.php/Main/NukeEm
Numbered Homeworld,https://tvtropes.org/pmwiki/pmwiki.php/Main/NumberedHomeworld
Obstructive Code of Conduct,https://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveCodeOfConduct
Of the People,https://tvtropes.org/pmwiki/pmwiki.php/Main/OfThePeople
Ye Olde Nuclear Silo,https://tvtropes.org/pmwiki/pmwiki.php/Main/YeOldeNuclearSilo
Older Is Better,https://tvtropes.org/pmwiki/pmwiki.php/Main/OlderIsBetter
Old Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/OldMagic
Old-School Dogfight,https://tvtropes.org/pmwiki/pmwiki.php/Main/OldSchoolDogfight
Ominous Floating Spaceship,https://tvtropes.org/pmwiki/pmwiki.php/Main/OminousFloatingSpaceship
Ominous Message from the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/OminousMessageFromTheFuture
Once-Green Mars,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnceGreenMars
"One Character, Multiple Lives",https://tvtropes.org/pmwiki/pmwiki.php/Main/OneCharacterMultipleLives
One-Federation Limit,https://tvtropes.org/pmwiki/pmwiki.php/Main/OneFederationLimit
One Myth to Explain Them All,https://tvtropes.org/pmwiki/pmwiki.php/Main/OneMythToExplainThemAll
One-Product Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/OneProductPlanet
One World Order,https://tvtropes.org/pmwiki/pmwiki.php/Main/OneWorldOrder
Only Electric Sheep Are Cheap,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyElectricSheepAreCheap
Only Fatal to Adults,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyFatalToAdults
Only Killable at Home,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyKillableAtHome
Only One Me Allowed Right Now,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyOneMeAllowedRightNow
Only the Author Can Save Them Now,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyTheAuthorCanSaveThemNow
Deus ex Machina,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeusExMachina
Only You Can Repopulate My Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyYouCanRepopulateMyRace
Operator Incompatibility,https://tvtropes.org/pmwiki/pmwiki.php/Main/OperatorIncompatibility
Opposite-Sex Clone,https://tvtropes.org/pmwiki/pmwiki.php/Main/OppositeSexClone
Oppressive States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/OppressiveStatesOfAmerica
Orbital Bombardment,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrbitalBombardment
Order Reborn,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrderReborn
Organic Technology,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrganicTechnology
Organ Theft,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrganTheft
Orion Drive,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrionDrive
Otherworldly Communication Failure,https://tvtropes.org/pmwiki/pmwiki.php/Main/OtherworldlyCommunicationFailure
Otherworldly Visits Youngest First,https://tvtropes.org/pmwiki/pmwiki.php/Main/OtherworldlyVisitsYoungestFirst
Our Doors Are Different,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurDoorsAreDifferent
Our Dwarves Are All the Same,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurDwarvesAreAllTheSame
Our Giants Are Bigger,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurGiantsAreBigger
Our Phlebotinum Child,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurPhlebotinumChild
Our Showers Are Different,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurShowersAreDifferent
Our Wormholes Are Different,https://tvtropes.org/pmwiki/pmwiki.php/Main/OurWormholesAreDifferent
Outgrown Such Silly Superstitions,https://tvtropes.org/pmwiki/pmwiki.php/Main/OutgrownSuchSillySuperstitions
"Out of Time, Out of Mind",https://tvtropes.org/pmwiki/pmwiki.php/Main/OutOfTimeOutOfMind
Overlaid Societies,https://tvtropes.org/pmwiki/pmwiki.php/Main/OverlaidSocieties
Pals with Jesus,https://tvtropes.org/pmwiki/pmwiki.php/Main/PalsWithJesus
Panspermia,https://tvtropes.org/pmwiki/pmwiki.php/Main/Panspermia
Pantheon Sitcom,https://tvtropes.org/pmwiki/pmwiki.php/Main/PantheonSitcom
Paranormal Gambling Advantage,https://tvtropes.org/pmwiki/pmwiki.php/Main/ParanormalGamblingAdvantage
Paranormal Mundane Item,https://tvtropes.org/pmwiki/pmwiki.php/Main/ParanormalMundaneItem
Pardon My Klingon,https://tvtropes.org/pmwiki/pmwiki.php/Main/PardonMyKlingon
Passion Is Evil,https://tvtropes.org/pmwiki/pmwiki.php/Main/PassionIsEvil
Patrick Stewart Speech,https://tvtropes.org/pmwiki/pmwiki.php/Main/PatrickStewartSpeech
The Pearly Gates,https://tvtropes.org/pmwiki/pmwiki.php/Main/ThePearlyGates
People Farms,https://tvtropes.org/pmwiki/pmwiki.php/Main/PeopleFarms
People Jars,https://tvtropes.org/pmwiki/pmwiki.php/Main/PeopleJars
People Zoo,https://tvtropes.org/pmwiki/pmwiki.php/Main/PeopleZoo
Perfect Pacifist People,https://tvtropes.org/pmwiki/pmwiki.php/Main/PerfectPacifistPeople
Persecution Flip,https://tvtropes.org/pmwiki/pmwiki.php/Main/PersecutionFlip
Personality Chip,https://tvtropes.org/pmwiki/pmwiki.php/Main/PersonalityChip
Person of Mass Destruction,https://tvtropes.org/pmwiki/pmwiki.php/Main/PersonOfMassDestruction
Phantasy Spelling,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhantasySpelling
Phantom-Zone Picture,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhantomZonePicture
Pheromones,https://tvtropes.org/pmwiki/pmwiki.php/Main/Pheromones
Phlebotinum Battery,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumBattery
Phlebotinum Dependence,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumDependence
Phlebotinum-Handling Requirements,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumHandlingRequirements
Phlebotinum-Induced Steampunk,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumInducedSteampunk
Phlebotinum-Induced Stupidity,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumInducedStupidity
Phlebotinum Killed the Dinosaurs,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumKilledTheDinosaurs
Phlebotinum-Proof Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhlebotinumProofRobot
Pick Your Human Half,https://tvtropes.org/pmwiki/pmwiki.php/Main/PickYourHumanHalf
Pineal Weirdness,https://tvtropes.org/pmwiki/pmwiki.php/Main/PinealWeirdness
Place of Protection,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlaceOfProtection
Planar Shockwave,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanarShockwave
Planetary Core Manipulation,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetaryCoreManipulation
Planetary Parasite,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetaryParasite
Planetary Relocation,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetaryRelocation
Planet Eater,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetEater
Planet Looters,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetLooters
Planet Spaceship,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetSpaceship
Planet Terra,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlanetTerra
Plant Hair,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlantHair
Plasma Cannon,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlasmaCannon
Plausible Deniability,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlausibleDeniability
Playing with Syringes,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlayingWithSyringes
Plot-Relevant Age-Up,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlotRelevantAgeUp
Pluto Is Expendable,https://tvtropes.org/pmwiki/pmwiki.php/Main/PlutoIsExpendable
Population Control,https://tvtropes.org/pmwiki/pmwiki.php/Main/PopulationControl
Portal Book,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalBook
Portal Cut,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalCut
Portal Network,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalNetwork
Portal Picture,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalPicture
Portal Pool,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalPool
Portal Slam,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalSlam
Portal to the Past,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortalToThePast
Portent of Doom,https://tvtropes.org/pmwiki/pmwiki.php/Main/PortentOfDoom
Possible War,https://tvtropes.org/pmwiki/pmwiki.php/Main/PossibleWar
Post-Apocalyptic Dog,https://tvtropes.org/pmwiki/pmwiki.php/Main/PostApocalypticDog
Post-Modern Magik,https://tvtropes.org/pmwiki/pmwiki.php/Main/PostModernMagik
Post-Scarcity Economy,https://tvtropes.org/pmwiki/pmwiki.php/Main/PostScarcityEconomy
Post-Soviet Reunion,https://tvtropes.org/pmwiki/pmwiki.php/Main/PostSovietReunion
The Power of Love,https://tvtropes.org/pmwiki/pmwiki.php/Main/ThePowerOfLove
Powered by a Black Hole,https://tvtropes.org/pmwiki/pmwiki.php/Main/PoweredByABlackHole
Powers That Be,https://tvtropes.org/pmwiki/pmwiki.php/Main/PowersThatBe
Precursor Killers,https://tvtropes.org/pmwiki/pmwiki.php/Main/PrecursorKillers
Precursors,https://tvtropes.org/pmwiki/pmwiki.php/Main/Precursors
Precursor Worship,https://tvtropes.org/pmwiki/pmwiki.php/Main/PrecursorWorship
Prefers the Illusion,https://tvtropes.org/pmwiki/pmwiki.php/Main/PrefersTheIllusion
Pro-Human Transhuman,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProHumanTranshuman
Projected Man,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProjectedMan
The Promised Land,https://tvtropes.org/pmwiki/pmwiki.php/Main/ThePromisedLand
Prophecies Rhyme All the Time,https://tvtropes.org/pmwiki/pmwiki.php/Main/PropheciesRhymeAllTheTime
Protocol Peril,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProtocolPeril
Proud Merchant Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProudMerchantRace
Proud Scholar Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProudScholarRace
Proud Warrior Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProudWarriorRace
Psychic Children,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychicChildren
Psychic Link,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychicLink
Psychic Powers,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychicPowers
Psychic Radar,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychicRadar
Psychic Starship Pilot,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychicStarshipPilot
Psychoactive Powers,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychoactivePowers
Psycho Prototype,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychoPrototype
Psycho Serum,https://tvtropes.org/pmwiki/pmwiki.php/Main/PsychoSerum
Pulling Themselves Together,https://tvtropes.org/pmwiki/pmwiki.php/Main/PullingThemselvesTogether
Puny Earthlings,https://tvtropes.org/pmwiki/pmwiki.php/Main/PunyEarthlings
Puppeteer Parasite,https://tvtropes.org/pmwiki/pmwiki.php/Main/PuppeteerParasite
Pyramid Power,https://tvtropes.org/pmwiki/pmwiki.php/Main/PyramidPower
The Quest,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheQuest
Quest for a Wish,https://tvtropes.org/pmwiki/pmwiki.php/Main/QuestForAWish
Racial Remnant,https://tvtropes.org/pmwiki/pmwiki.php/Main/RacialRemnant
Racial Transformation,https://tvtropes.org/pmwiki/pmwiki.php/Main/RacialTransformation
Radiation-Immune Mutants,https://tvtropes.org/pmwiki/pmwiki.php/Main/RadiationImmuneMutants
Radiation-Induced Superpowers,https://tvtropes.org/pmwiki/pmwiki.php/Main/RadiationInducedSuperpowers
Ragnarök Proofing,https://tvtropes.org/pmwiki/pmwiki.php/Main/RagnarokProofing
Raised as a Host,https://tvtropes.org/pmwiki/pmwiki.php/Main/RaisedAsAHost
Raise Him Right This Time,https://tvtropes.org/pmwiki/pmwiki.php/Main/RaiseHimRightThisTime
Ramming Always Works,https://tvtropes.org/pmwiki/pmwiki.php/Main/RammingAlwaysWorks
Ramscoop,https://tvtropes.org/pmwiki/pmwiki.php/Main/Ramscoop
Random Transportation,https://tvtropes.org/pmwiki/pmwiki.php/Main/RandomTransportation
Rapid DNA Test,https://tvtropes.org/pmwiki/pmwiki.php/Main/RapidDNATest
Raster Vision,https://tvtropes.org/pmwiki/pmwiki.php/Main/RasterVision
Ray Gun,https://tvtropes.org/pmwiki/pmwiki.php/Main/RayGun
Raygun Gothic,https://tvtropes.org/pmwiki/pmwiki.php/Main/RaygunGothic
Reactionless Drive,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReactionlessDrive
"Real Event, Fictional Cause",https://tvtropes.org/pmwiki/pmwiki.php/Main/RealEventFictionalCause
Reality Bleed,https://tvtropes.org/pmwiki/pmwiki.php/Main/RealityBleed
Reality Warping Is Not a Toy,https://tvtropes.org/pmwiki/pmwiki.php/Main/RealityWarpingIsNotAToy
Really 700 Years Old,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReallySevenHundredYearsOld
Recursive Precursors,https://tvtropes.org/pmwiki/pmwiki.php/Main/RecursivePrecursors
Recursive Reality,https://tvtropes.org/pmwiki/pmwiki.php/Main/RecursiveReality
Red Alert,https://tvtropes.org/pmwiki/pmwiki.php/Main/RedAlert
Reduced to Dust,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReducedToDust
Reentry Scare,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReentryScare
Refugee from TV Land,https://tvtropes.org/pmwiki/pmwiki.php/Main/RefugeeFromTVLand
Reinforce Field,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReinforceField
Remote Body,https://tvtropes.org/pmwiki/pmwiki.php/Main/RemoteBody
"Remote, Yet Vulnerable",https://tvtropes.org/pmwiki/pmwiki.php/Main/RemoteYetVulnerable
Removed Achilles' Heel,https://tvtropes.org/pmwiki/pmwiki.php/Main/RemovedAchillesHeel
Resurrective Immortality,https://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectiveImmortality
Ret-Gone,https://tvtropes.org/pmwiki/pmwiki.php/Main/RetGone
Retro Rocket,https://tvtropes.org/pmwiki/pmwiki.php/Main/RetroRocket
Retro Upgrade,https://tvtropes.org/pmwiki/pmwiki.php/Main/RetroUpgrade
Ribcage Ridge,https://tvtropes.org/pmwiki/pmwiki.php/Main/RibcageRidge
"Richard Nixon, the Used Car Salesman",https://tvtropes.org/pmwiki/pmwiki.php/Main/RichardNixonTheUsedCarSalesman
Ridiculous Future Inflation,https://tvtropes.org/pmwiki/pmwiki.php/Main/RidiculousFutureInflation
Ridiculously Human Robots,https://tvtropes.org/pmwiki/pmwiki.php/Main/RidiculouslyHumanRobots
Robeast,https://tvtropes.org/pmwiki/pmwiki.php/Main/Robeast
Robosexual,https://tvtropes.org/pmwiki/pmwiki.php/Main/Robosexual
Robosexuals Are Creeps,https://tvtropes.org/pmwiki/pmwiki.php/Main/RobosexualsAreCreeps
Robo Speak,https://tvtropes.org/pmwiki/pmwiki.php/Main/RoboSpeak
Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/Robot
Robotic Reveal,https://tvtropes.org/pmwiki/pmwiki.php/Main/RoboticReveal
Robot Athlete,https://tvtropes.org/pmwiki/pmwiki.php/Main/RobotAthlete
Robot Clown,https://tvtropes.org/pmwiki/pmwiki.php/Main/RobotClown
Robot Maid,https://tvtropes.org/pmwiki/pmwiki.php/Main/RobotMaid
Robot Master,https://tvtropes.org/pmwiki/pmwiki.php/Main/RobotMaster
Rocketless Reentry,https://tvtropes.org/pmwiki/pmwiki.php/Main/RocketlessReentry
Rogue Drone,https://tvtropes.org/pmwiki/pmwiki.php/Main/RogueDrone
Room 101,https://tvtropes.org/pmwiki/pmwiki.php/Main/Room101
Roswell That Ends Well,https://tvtropes.org/pmwiki/pmwiki.php/Main/RoswellThatEndsWell
Saharan Shipwreck,https://tvtropes.org/pmwiki/pmwiki.php/Main/SaharanShipwreck
Salvage Pirates,https://tvtropes.org/pmwiki/pmwiki.php/Main/SalvagePirates
San Dimas Time,https://tvtropes.org/pmwiki/pmwiki.php/Main/SanDimasTime
Sand Is Water,https://tvtropes.org/pmwiki/pmwiki.php/Main/SandIsWater
Sand Worm,https://tvtropes.org/pmwiki/pmwiki.php/Main/SandWorm
Sapient Cetaceans,https://tvtropes.org/pmwiki/pmwiki.php/Main/SapientCetaceans
Sapient Eat Sapient,https://tvtropes.org/pmwiki/pmwiki.php/Main/SapientEatSapient
Sapient Ship,https://tvtropes.org/pmwiki/pmwiki.php/Main/SapientShip
Save Sat,https://tvtropes.org/pmwiki/pmwiki.php/Main/SaveSat
